Low,High
841855640,846049944
1699609995,1703804299
490911469,495105773
1874486788,1878681092
1006387139,1010581443
684344860,688539164
690104924,694299228
562542774,566737078
765025078,769219382
1311390097,1315584401
260456842,264651146
684810107,689004411
549895411,554089715
590431518,594625822
1121748812,1125943116
31269809,35464113
384818712,389013016
1471011223,1475205527
629125,4823429
61636951,65831255
911720668,915914972
526923566,531117870
303377420,307571724
429819111,434013415
271485580,275679884
1150320488,1154514792
930564688,934758992
827005765,831200069
1298166576,1302360880
377025377,381219681
212801025,216995329
584228687,588422991
804383956,808578260
905092549,909286853
709093678,713287982
629512050,633706354
403293091,407487395
446953509,451147813
456745813,460940117
573191732,577386036
348893961,353088265
1718897107,1723091411
600402418,604596722
21717328,25911632
1062418798,1066613102
672411798,676606102
1850906604,1855100908
1465277717,1469472021
1716241254,1720435558
1000567116,1004761420
659069419,663263723
19159792,23354096
560788802,564983106
362864773,367059077
1450389555,1454583859
650509156,654703460
1098066263,1102260567
481237995,485432299
1302773088,1306967392
1098996627,1103190931
590979139,595173443
898466676,902660980
1751639025,1755833329
581754778,585949082
1296118851,1300313155
38883278,43077582
795345076,799539380
153119651,157313955
355729580,359923884
1531117048,1535311352
612617449,616811753
1748034645,1752228949
530797888,534992192
62321689,66515993
453580763,457775067
1514504635,1518698939
136122337,140316641
455265212,459459516
474247223,478441527
665787627,669981931
317619963,321814267
369201358,373395662
1235300049,1239494353
1221610829,1225805133
1162369933,1166564237
642406213,646600517
1678217081,1682411385
80642266,84836570
287173208,291367512
887085439,891279743
954471634,958665938
672325306,676519610
934668375,938862679
143719397,147913701
157678804,161873108
787064070,791258374
574194285,578388589
840685272,844879576
162474013,166668317
570328014,574522318
1192277256,1196471560
981952292,986146596
11995214,16189518
147734615,151928919
1045970625,1050164929
572636013,576830317
729755086,733949390
916985759,921180063
126091920,130286224
1858663071,1862857375
1019483704,1023678008
166337091,170531395
373176195,377370499
1590786473,1594980777
1387376493,1391570797
807312245,811506549
1079172972,1083367276
40063991,44258295
1236897912,1241092216
449696994,453891298
197898756,202093060
514176083,518370387
108723548,112917852
585568772,589763076
740967883,745162187
974528879,978723183
47410288,51604592
278479228,282673532
199153710,203348014
65153484,69347788
1105426792,1109621096
802567681,806761985
30422486,34616790
179688707,183883011
375559714,379754018
1439157207,1443351511
1930241817,1934436121
126891971,131086275
409903638,414097942
63675131,67869435
366837919,371032223
229439798,233634102
51931996,56126300
304551994,308746298
127055705,131250009
254690055,258884359
1017908226,1022102530
109328263,113522567
1018788118,1022982422
564162281,568356585
734098285,738292589
228746542,232940846
469355334,473549638
505310213,509504517
287274474,291468778
1035224636,1039418940
482228328,486422632
619627450,623821754
756148333,760342637
239912309,244106613
1329035151,1333229455
1627770444,1631964748
167443600,171637904
277018128,281212432
435363086,439557390
306418649,310612953
1223459949,1227654253
119968365,124162669
1048610658,1052804962
1308884065,1313078369
240175019,244369323
857255448,861449752
1139393144,1143587448
510856929,515051233
6519084,10713388
81666497,85860801
1056886512,1061080816
1760459447,1764653751
55352222,59546526
1185257460,1189451764
672580514,676774818
614486740,618681044
514771654,518965958
1273238254,1277432558
850559324,854753628
245354513,249548817
538976872,543171176
427151009,431345313
112254638,116448942
16560752,20755056
1595037478,1599231782
971932306,976126610
758696948,762891252
1270009028,1274203332
218558598,222752902
