Low,High
505505979,509700283
513139690,517333994
580617756,584812060
277047893,281242197
204387393,208581697
37356848,41551152
672315164,676509468
647960132,652154436
389102840,393297144
42920414,47114718
369168264,373362568
1435903223,1440097527
617125263,621319567
538541575,542735879
309734628,313928932
1236941720,1241136024
750060986,754255290
249147509,253341813
359300282,363494586
795664845,799859149
1505451986,1509646290
323557470,327751774
1779571018,1783765322
683519691,687713995
1628794142,1632988446
221531258,225725562
728079760,732274064
1358313891,1362508195
368750782,372945086
459147497,463341801
1708999216,1713193520
1051086472,1055280776
1706662532,1710856836
622829796,627024100
545710119,549904423
676156732,680351036
548496898,552691202
1500676277,1504870581
1073602402,1077796706
913916419,918110723
680266665,684460969
615702728,619897032
456116025,460310329
310868522,315062826
330584559,334778863
80688121,84882425
783066146,787260450
485101535,489295839
521810607,526004911
1029508809,1033703113
320807752,325002056
167274385,171468689
1034585564,1038779868
505755758,509950062
1000704617,1004898921
1899241181,1903435485
852637811,856832115
480023421,484217725
1724047381,1728241685
798496465,802690769
591165477,595359781
698191815,702386119
1341044051,1345238355
273110669,277304973
679219598,683413902
1257650701,1261845005
349936622,354130926
802477700,806672004
751979416,756173720
784512318,788706622
368597107,372791411
1759264673,1763458977
84324041,88518345
466248457,470442761
1400908121,1405102425
422214882,426409186
604225086,608419390
717693472,721887776
1320404682,1324598986
577208450,581402754
161700105,165894409
295323224,299517528
1218363974,1222558278
595940044,600134348
967455957,971650261
957246648,961440952
733215058,737409362
1558472544,1562666848
182218791,186413095
515494029,519688333
1000264353,1004458657
953187398,957381702
1783884055,1788078359
1181166170,1185360474
1435564463,1439758767
293674381,297868685
1753821980,1758016284
1151759045,1155953349
536932891,541127195
229587104,233781408
1268412384,1272606688
803623601,807817905
10849125,15043429
139634097,143828401
624840118,629034422
346992764,351187068
706160178,710354482
193814556,198008860
451851959,456046263
555555068,559749372
1006198389,1010392693
251754825,255949129
1088687162,1092881466
1000251462,1004445766
1025846659,1030040963
1719653602,1723847906
1468668468,1472862772
88531892,92726196
1514718471,1518912775
1227337369,1231531673
157477562,161671866
559525867,563720171
830351846,834546150
774122936,778317240
41717684,45911988
132830441,137024745
1501510726,1505705030
289620415,293814719
997498776,1001693080
104585326,108779630
400835526,405029830
1473816245,1478010549
588353995,592548299
161483456,165677760
317889126,322083430
1026146623,1030340927
1853240906,1857435210
626841461,631035765
407153965,411348269
1641474883,1645669187
1039870963,1044065267
2066984817,2071179121
673532097,677726401
169307604,173501908
341980317,346174621
940977825,945172129
1612042127,1616236431
391634446,395828750
911125284,915319588
2048896166,2053090470
1098027003,1102221307
77992006,82186310
527826897,532021201
1748104935,1752299239
47562173,51756477
862994640,867188944
380991760,385186064
484922450,489116754
1063968074,1068162378
1391186301,1395380605
1805894850,1810089154
57896963,62091267
1621057125,1625251429
350729430,354923734
1329701182,1333895486
358026566,362220870
1805606851,1809801155
141518088,145712392
1673743251,1677937555
455527272,459721576
1537091715,1541286019
754845128,759039432
686940912,691135216
433669396,437863700
287634840,291829144
1961309127,1965503431
590383290,594577594
765623692,769817996
616041794,620236098
1499213054,1503407358
1021457767,1025652071
684158001,688352305
1437175216,1441369520
542687737,546882041
928152103,932346407
838255614,842449918
53804725,57999029
1241679506,1245873810
1273431851,1277626155
1733231062,1737425366
315682157,319876461
388010828,392205132
896283569,900477873
748549478,752743782
540820542,545014846
594655172,598849476
314050665,318244969
644711104,648905408
192755668,196949972
385311735,389506039
541894138,546088442
785928931,790123235
773759705,777954009
354489446,358683750
259871839,264066143
27422319,31616623
287799389,291993693
807809546,812003850
1286890096,1291084400
60753314,64947618
1147971051,1152165355
166252129,170446433
627272838,631467142
1170393874,1174588178
594080583,598274887
236401340,240595644
1560791433,1564985737
703138661,707332965
915093459,919287763
1082048507,1086242811
1723207682,1727401986
907954635,912148939
652601700,656796004
1471245545,1475439849
195103712,199298016
96088712,100283016
137765613,141959917
228497798,232692102
312330211,316524515
42318049,46512353
1039370738,1043565042
834553604,838747908
569338120,573532424
1549454955,1553649259
241545717,245740021
1012365092,1016559396
866656287,870850591
832576171,836770475
573957042,578151346
312857916,317052220
1105606945,1109801249
392009404,396203708
1044965720,1049160024
278892946,283087250
355068493,359262797
2087528236,2091722540
904231109,908425413
701154109,705348413
657321732,661516036
1413092270,1417286574
934424156,938618460
807716903,811911207
334752766,338947070
401397192,405591496
30335962,34530266
264956692,269150996
896266334,900460638
582433706,586628010
632740371,636934675
1507704528,1511898832
105323011,109517315
151925446,156119750
164795184,168989488
684384176,688578480
951567297,955761601
124338729,128533033
85548330,89742634
792235392,796429696
438797837,442992141
679170972,683365276
105564532,109758836
538434469,542628773
1168795396,1172989700
862190256,866384560
176392242,180586546
760246982,764441286
1847180411,1851374715
1843688048,1847882352
745933776,750128080
44124945,48319249
96959274,101153578
133299243,137493547
1496771698,1500966002
447822156,452016460
807674431,811868735
131324479,135518783
1021107739,1025302043
201461130,205655434
58439130,62633434
355450260,359644564
332007328,336201632
1281683138,1285877442
468503715,472698019
954738039,958932343
79701920,83896224
133654545,137848849
192768393,196962697
916372443,920566747
126457402,130651706
1410697189,1414891493
176534584,180728888
1274892175,1279086479
92906898,97101202
1119820571,1124014875
868471553,872665857
1037334011,1041528315
970845272,975039576
1784218072,1788412376
1280682719,1284877023
184251587,188445891
420182276,424376580
1018529592,1022723896
638300834,642495138
871452061,875646365
1171037559,1175231863
16186630,20380934
1599915197,1604109501
1914129173,1918323477
1101659240,1105853544
808153493,812347797
275356419,279550723
490943155,495137459
538910537,543104841
452623711,456818015
449453106,453647410
94289318,98483622
1610479832,1614674136
727350195,731544499
139911072,144105376
1379891628,1384085932
558125678,562319982
189980021,194174325
1049260095,1053454399
149338443,153532747
67534274,71728578
361200959,365395263
861046346,865240650
447414112,451608416
1244689599,1248883903
446727900,450922204
346827660,351021964
218084389,222278693
1054578172,1058772476
109456888,113651192
523171332,527365636
812624988,816819292
364591108,368785412
332969501,337163805
1653025113,1657219417
274772209,278966513
750303739,754498043
289946951,294141255
675820151,680014455
1446643360,1450837664
847731763,851926067
1160269146,1164463450
754856274,759050578
13390586,17584890
1168956270,1173150574
1633193681,1637387985
551269780,555464084
537787077,541981381
162401542,166595846
1778933207,1783127511
862762325,866956629
1260305080,1264499384
99057233,103251537
206259499,210453803
1068427918,1072622222
458574574,462768878
525609901,529804205
945457895,949652199
877440052,881634356
709032282,713226586
32560144,36754448
655639630,659833934
816136488,820330792
1544200184,1548394488
525081111,529275415
1621189921,1625384225
425715314,429909618
794679658,798873962
1278607861,1282802165
635342405,639536709
337081677,341275981
60014839,64209143
4580218,8774522
1813357331,1817551635
1251774591,1255968895
1537482791,1541677095
789706488,793900792
286937190,291131494
921879584,926073888
1043834177,1048028481
40607546,44801850
1098672998,1102867302
884297033,888491337
425617983,429812287
78244090,82438394
468008085,472202389
723320043,727514347
956499738,960694042
1310036591,1314230895
471816311,476010615
229912434,234106738
1115672077,1119866381
118230538,122424842
1242586833,1246781137
1414430949,1418625253
969956552,974150856
1296944655,1301138959
823379228,827573532
401010581,405204885
722365630,726559934
676066679,680260983
566770641,570964945
1518498444,1522692748
187648732,191843036
731061140,735255444
545335859,549530163
1646323830,1650518134
1379842547,1384036851
129126540,133320844
597906688,602100992
233585377,237779681
780550300,784744604
138484537,142678841
737367654,741561958
1598524838,1602719142
1138125442,1142319746
1480605893,1484800197
386682208,390876512
147766829,151961133
1142077097,1146271401
891380863,895575167
793340025,797534329
1496077747,1500272051
346924086,351118390
67592320,71786624
219875706,224070010
290309484,294503788
552022528,556216832
6700355,10894659
837549569,841743873
944349811,948544115
86398514,90592818
1049338257,1053532561
793175049,797369353
317665094,321859398
393913637,398107941
415399368,419593672
561242525,565436829
1357862382,1362056686
788693247,792887551
368595609,372789913
277284568,281478872
1867042311,1871236615
314697717,318892021
439816917,444011221
552692755,556887059
1030530896,1034725200
482278258,486472562
1265125117,1269319421
464824821,469019125
423192407,427386711
1590090636,1594284940
1170008294,1174202598
1743820920,1748015224
384948696,389143000
189788398,193982702
390707386,394901690
946748203,950942507
322985960,327180264
697408872,701603176
1667419037,1671613341
1563352350,1567546654
226721798,230916102
583187024,587381328
453594281,457788585
355415404,359609708
278125249,282319553
1477238033,1481432337
799336824,803531128
921134068,925328372
751281454,755475758
48104901,52299205
270366653,274560957
908258532,912452836
1050156958,1054351262
1440420852,1444615156
74643866,78838170
945777295,949971599
220946632,225140936
541344578,545538882
448650059,452844363
1429519612,1433713916
1087751127,1091945431
127340816,131535120
287016331,291210635
682916626,687110930
502521199,506715503
666703964,670898268
713775471,717969775
1729250227,1733444531
358415219,362609523
1382572773,1386767077
79592622,83786926
569068349,573262653
1328661706,1332856010
1339892683,1344086987
471001769,475196073
1269637675,1273831979
76154433,80348737
673235899,677430203
157079959,161274263
104885271,109079575
1076289234,1080483538
807828634,812022938
417407344,421601648
1205474216,1209668520
61150889,65345193
1060167956,1064362260
308872295,313066599
1647303679,1651497983
509891306,514085610
528535324,532729628
614902267,619096571
391932440,396126744
1820709849,1824904153
51353024,55547328
287340724,291535028
492821647,497015951
834622443,838816747
758180416,762374720
1924083739,1928278043
160970406,165164710
68329825,72524129
956542655,960736959
100867639,105061943
890306286,894500590
970610400,974804704
121736224,125930528
600958344,605152648
1181180882,1185375186
542175835,546370139
698364131,702558435
478744995,482939299
928771295,932965599
1021157403,1025351707
1556884490,1561078794
240087652,244281956
1184071711,1188266015
1511525555,1515719859
291968656,296162960
553580003,557774307
294084456,298278760
593931023,598125327
1371456688,1375650992
1247751245,1251945549
267497982,271692286
1041433137,1045627441
1620680076,1624874380
469899944,474094248
324763321,328957625
173967556,178161860
624904610,629098914
1435596330,1439790634
1003372277,1007566581
1070687822,1074882126
24908895,29103199
1971011497,1975205801
677401178,681595482
17010182,21204486
1472302017,1476496321
76434910,80629214
363120494,367314798
349844339,354038643
986340905,990535209
176385668,180579972
2020926209,2025120513
1657478764,1661673068
769302118,773496422
990318674,994512978
981930938,986125242
403980518,408174822
206765117,210959421
61813480,66007784
366384364,370578668
1726748229,1730942533
1757043634,1761237938
1632399510,1636593814
814605980,818800284
332976845,337171149
124216932,128411236
1178156754,1182351058
1493295854,1497490158
218722787,222917091
569947430,574141734
662939371,667133675
1339301767,1343496071
1335564369,1339758673
257933129,262127433
873837023,878031327
508048316,512242620
1059980067,1064174371
1084903269,1089097573
1552273616,1556467920
939102362,943296666
1006138063,1010332367
202579146,206773450
1095803535,1099997839
605995343,610189647
178130058,182324362
896476179,900670483
761804957,765999261
1934493490,1938687794
298766112,302960416
1301455833,1305650137
24562996,28757300
461954822,466149126
124772131,128966435
1662553746,1666748050
120960001,125154305
268119350,272313654
607803201,611997505
1049497326,1053691630
1089479182,1093673486
713760431,717954735
988412019,992606323
1048048622,1052242926
454280937,458475241
1741687331,1745881635
32048955,36243259
299959669,304153973
1095909051,1100103355
1861802791,1865997095
722443520,726637824
1325126844,1329321148
268872824,273067128
325033425,329227729
166395354,170589658
364953681,369147985
472456101,476650405
641653027,645847331
98332532,102526836
854625424,858819728
1739295772,1743490076
777470134,781664438
1022827549,1027021853
301029078,305223382
645826926,650021230
2003429652,2007623956
1110233036,1114427340
288819563,293013867
1678449083,1682643387
43083856,47278160
1296671352,1300865656
627498016,631692320
244645874,248840178
700814267,705008571
659168044,663362348
1174717099,1178911403
1387923793,1392118097
942346648,946540952
804492053,808686357
500201523,504395827
1271089239,1275283543
866618669,870812973
256307680,260501984
157532410,161726714
666103310,670297614
206533482,210727786
753459480,757653784
812512952,816707256
1650990290,1655184594
1684223978,1688418282
686655611,690849915
90679848,94874152
193889782,198084086
17293585,21487889
409510046,413704350
227325999,231520303
587653698,591848002
123955005,128149309
299882429,304076733
173977065,178171369
1117174204,1121368508
861600260,865794564
110437285,114631589
1130955915,1135150219
328130772,332325076
231431102,235625406
1792035008,1796229312
1306021215,1310215519
998813152,1003007456
88301205,92495509
1464451906,1468646210
444009198,448203502
428459399,432653703
219410555,223604859
15583710,19778014
147878617,152072921
189757507,193951811
995330220,999524524
331606312,335800616
359549600,363743904
849598052,853792356
447858474,452052778
1187821236,1192015540
699090471,703284775
417015303,421209607
178924333,183118637
767260416,771454720
874628555,878822859
1322049778,1326244082
182572060,186766364
577210673,581404977
924174782,928369086
660272705,664467009
358770701,362965005
396728068,400922372
1599894456,1604088760
461518460,465712764
1686520066,1690714370
667415025,671609329
681285657,685479961
60527131,64721435
784534429,788728733
1620738793,1624933097
536587225,540781529
1823773839,1827968143
244597442,248791746
926849729,931044033
464708014,468902318
449781310,453975614
571345745,575540049
393850998,398045302
478175307,482369611
678476347,682670651
9773166,13967470
829218540,833412844
941937782,946132086
934012931,938207235
1002104178,1006298482
558315296,562509600
438699006,442893310
1178220724,1182415028
975165371,979359675
105199989,109394293
518988324,523182628
410940707,415135011
1432848004,1437042308
15347212,19541516
984597110,988791414
653152246,657346550
372533334,376727638
586872014,591066318
1120969980,1125164284
1805550536,1809744840
1256594979,1260789283
1386773343,1390967647
1634503416,1638697720
391022775,395217079
406100358,410294662
162948016,167142320
10902336,15096640
962023723,966218027
1419399052,1423593356
584589821,588784125
1300925585,1305119889
1359094731,1363289035
1376519714,1380714018
713198239,717392543
1443329043,1447523347
38037150,42231454
192800053,196994357
332402712,336597016
697872520,702066824
1057430852,1061625156
1003493167,1007687471
602862682,607056986
1852000002,1856194306
826202673,830396977
326248948,330443252
115312645,119506949
1170087057,1174281361
723537535,727731839
16039964,20234268
1259529108,1263723412
1466926270,1471120574
342942654,347136958
1268468052,1272662356
1465744160,1469938464
1074101811,1078296115
275123139,279317443
2018052491,2022246795
88224904,92419208
1188906737,1193101041
1022083889,1026278193
131158396,135352700
12401299,16595603
505413971,509608275
1881046009,1885240313
723590006,727784310
277085241,281279545
753722714,757917018
375149600,379343904
1546083488,1550277792
810745809,814940113
897859902,902054206
429025860,433220164
6933199,11127503
2024070235,2028264539
712017595,716211899
706762735,710957039
678977206,683171510
28918311,33112615
1965887,6160191
222467462,226661766
71605460,75799764
326336210,330530514
368429179,372623483
544296508,548490812
191957866,196152170
131920669,136114973
158094934,162289238
873595061,877789365
828730972,832925276
325353794,329548098
1007112882,1011307186
399276776,403471080
1224438767,1228633071
1872689664,1876883968
698410253,702604557
681034017,685228321
570231262,574425566
865278958,869473262
929351837,933546141
200360017,204554321
935676820,939871124
1351951256,1356145560
25737408,29931712
618234851,622429155
1835127479,1839321783
182380610,186574914
987742045,991936349
957004450,961198754
864488815,868683119
92860184,97054488
84547110,88741414
160266631,164460935
402445172,406639476
555198371,559392675
893637012,897831316
325285943,329480247
1330144256,1334338560
406572452,410766756
831860328,836054632
178711775,182906079
261511630,265705934
860342638,864536942
451536864,455731168
1467014238,1471208542
784701927,788896231
1216253609,1220447913
1194482925,1198677229
261577140,265771444
911625416,915819720
716058747,720253051
566745200,570939504
280082237,284276541
439809141,444003445
397761447,401955751
127175445,131369749
309522009,313716313
1665079057,1669273361
969554488,973748792
102100966,106295270
660737107,664931411
1522146615,1526340919
1306964598,1311158902
25422144,29616448
358863924,363058228
722274167,726468471
898585012,902779316
929559155,933753459
640752518,644946822
1518883649,1523077953
120101573,124295877
96564846,100759150
46920468,51114772
287361061,291555365
535873880,540068184
700969456,705163760
808941719,813136023
520816781,525011085
240021922,244216226
506918400,511112704
951801757,955996061
1423908705,1428103009
633713631,637907935
571608715,575803019
589731333,593925637
234497253,238691557
751077480,755271784
1524534924,1528729228
1106838632,1111032936
13915553,18109857
633535634,637729938
1056795440,1060989744
394288312,398482616
254774404,258968708
1212745768,1216940072
1952429837,1956624141
89847172,94041476
296007362,300201666
220873474,225067778
360351558,364545862
602653013,606847317
1587742390,1591936694
1248842914,1253037218
494375308,498569612
38060485,42254789
240491409,244685713
400115058,404309362
72039505,76233809
585928262,590122566
405947282,410141586
737033182,741227486
984891153,989085457
263094181,267288485
1861917,6056221
628980388,633174692
52450806,56645110
606763033,610957337
361408160,365602464
1169054446,1173248750
571343382,575537686
819314810,823509114
765506163,769700467
1408817768,1413012072
234914224,239108528
1106565131,1110759435
1039377352,1043571656
266242675,270436979
1079671245,1083865549
63994314,68188618
703934436,708128740
1693173613,1697367917
988421730,992616034
752142650,756336954
111897654,116091958
2002779385,2006973689
51019603,55213907
224385302,228579606
450624954,454819258
900242666,904436970
149884486,154078790
1340869317,1345063621
322026273,326220577
1904630603,1908824907
1461462612,1465656916
1035978408,1040172712
978903555,983097859
669165969,673360273
111580357,115774661
1500837683,1505031987
1428338524,1432532828
1856615933,1860810237
61504952,65699256
215824694,220018998
69618979,73813283
99898773,104093077
57518677,61712981
55379335,59573639
758140228,762334532
1215796871,1219991175
358597112,362791416
1387455489,1391649793
866808934,871003238
653143392,657337696
728164825,732359129
173114487,177308791
1057309559,1061503863
484457012,488651316
415391215,419585519
1357792115,1361986419
858518206,862712510
486151378,490345682
690227085,694421389
580332674,584526978
1039631684,1043825988
29805447,33999751
691313534,695507838
178178996,182373300
891231637,895425941
1218125746,1222320050
1125059202,1129253506
1059048347,1063242651
1355865982,1360060286
1529586612,1533780916
437505643,441699947
596044629,600238933
187980825,192175129
920616814,924811118
138793036,142987340
1676581753,1680776057
209320595,213514899
160314593,164508897
418139811,422334115
67569120,71763424
831063901,835258205
935710102,939904406
5071463,9265767
299249372,303443676
194371809,198566113
920188688,924382992
746737452,750931756
275266197,279460501
329880773,334075077
186853163,191047467
128240992,132435296
474083890,478278194
1795526506,1799720810
1085778847,1089973151
1173603309,1177797613
1267341752,1271536056
761356656,765550960
1609478477,1613672781
251293053,255487357
896861366,901055670
617975267,622169571
1561481871,1565676175
440912651,445106955
351754128,355948432
1233213618,1237407922
736094447,740288751
538557151,542751455
431539331,435733635
1278462097,1282656401
893325350,897519654
207890171,212084475
1006622332,1010816636
492928495,497122799
328212867,332407171
540860071,545054375
240554487,244748791
233769446,237963750
286630044,290824348
117730422,121924726
262802422,266996726
582625147,586819451
705591471,709785775
296860549,301054853
634385754,638580058
1646671253,1650865557
1776354406,1780548710
1906118018,1910312322
483049501,487243805
84651812,87447213
194194388,198388692
872911228,877105532
1976862309,1981056613
1671040737,1675235041
761998589,766192893
5225021,9419325
13300339,17494643
906923318,911117622
104410355,108604659
872236497,876430801
513123769,517318073
1166470181,1170664485
1323660698,1327855002
275172947,279367251
566624745,570819049
1629703841,1633898145
1655855029,1660049333
1279337377,1283531681
319591958,323786262
599165205,603359509
554082328,558276632
593304072,597498376
505655693,509849997
1102014719,1106209023
1306420279,1310614583
452129421,456323725
1377304866,1381499170
661809796,666004100
545729473,549923777
1627122136,1631316440
1680589937,1684784241
1167769917,1171964221
1300502665,1304696969
396225745,400420049
158950915,163145219
390484742,394679046
902348628,906542932
1678793267,1682987571
778748839,782943143
892355736,896550040
50639812,54834116
1636713200,1640907504
1490173145,1494367449
1199171279,1203365583
331645977,335840281
363262157,367456461
1342670723,1346865027
539745986,543940290
453404094,457598398
1313256300,1317450604
492116581,496310885
640160408,644354712
65272185,69466489
1256802919,1260997223
865728666,869922970
1241955020,1246149324
1910264299,1914458603
1308042752,1312237056
1192234265,1196428569
764390943,768585247
995184729,999379033
633024303,637218607
171968366,176162670
735536670,739730974
397881524,402075828
8939866,13134170
428739898,432934202
1353377566,1357571870
608564364,612758668
662611494,666805798
392685120,396879424
1416974655,1421168959
383704511,387898815
974320890,978515194
66093471,70287775
29922820,34117124
74735176,78929480
984990689,989184993
332875566,337069870
701755315,705949619
189626128,193820432
482533045,486727349
1420709926,1424904230
1383995572,1388189876
480518128,484712432
141557794,145752098
610842266,615036570
337752636,341946940
1593686131,1597880435
63817516,68011820
962605321,966799625
518430699,522625003
1596813779,1601008083
1290293904,1294488208
478093999,482288303
1843647017,1847841321
534943339,539137643
314981101,319175405
662913742,667108046
411298491,415492795
1897665804,1901860108
928328104,932522408
777943542,782137846
1479010682,1483204986
79491586,83685890
620603503,624797807
1180290828,1184485132
208686755,212881059
651551966,655746270
246145479,250339783
318401312,322595616
505549718,509744022
830030687,834224991
504675574,508869878
894070551,898264855
1021833646,1026027950
1190017769,1194212073
1313997741,1318192045
1486234456,1490428760
751380499,755574803
503317045,507511349
260749265,264943569
241098912,245293216
1384041018,1388235322
1460832250,1465026554
1532804946,1536999250
974032334,978226638
1158002941,1162197245
1245657923,1249852227
1063363609,1067557913
24060624,28254928
475484849,479679153
1178059524,1182253828
942011157,946205461
128637512,132831816
663120373,667314677
1395840166,1400034470
625351755,629546059
34812565,39006869
1522001162,1526195466
5022295,9216599
87123311,91317615
82309755,86504059
404133373,408327677
380195409,384389713
112603894,116798198
636346664,640540968
618148380,622342684
346902370,351096674
167102312,171296616
292704022,296898326
508838330,513032634
1306615422,1310809726
31562625,35756929
737645469,741839773
566811608,571005912
1626183860,1630378164
616375905,620570209
79620825,83815129
809427356,813621660
73791158,77985462
970486286,974680590
1504942474,1509136778
10523969,14718273
102552034,106746338
145664007,149858311
54215318,58409622
611230963,615425267
577861551,582055855
213126125,217320429
36824484,41018788
1248376715,1252571019
1003560577,1007754881
1031148609,1035342913
490417797,494612101
419825797,424020101
159665733,163860037
706909372,711103676
870568283,874762587
933785622,937979926
321446322,325640626
25928076,30122380
166523677,170717981
671802517,675996821
340165865,344360169
85593656,89787960
418801015,422995319
7097052,11291356
450338142,454532446
106652454,110846758
728735577,732929881
550708305,554902609
473803390,477997694
268496864,272691168
742298895,746493199
456842254,461036558
1773025669,1777219973
1083417093,1087611397
1329618964,1333813268
1044282416,1048476720
784212394,788406698
1724935627,1729129931
667939845,672134149
367124545,371318849
1186038494,1190232798
539409316,543603620
1197104711,1201299015
907868510,912062814
496269036,500463340
332442019,336636323
98041323,102235627
